index,LAUS,FIPS_state,FIPS_county,county_state,year,labor_force,employed,unemployed,unemployment_rate,county,state
664,CN1714500000000,17.0,145.0,"Perry County, IL",2003,10337.0,9522.0,815.0,7.9,Perry , IL
665,CN1714700000000,17.0,147.0,"Piatt County, IL",2003,8876.0,8433.0,443.0,5.0,Piatt , IL
666,CN1714900000000,17.0,149.0,"Pike County, IL",2003,8372.0,7867.0,505.0,6.0,Pike , IL
667,CN1715100000000,17.0,151.0,"Pope County, IL",2003,1906.0,1749.0,157.0,8.2,Pope , IL
668,CN1715300000000,17.0,153.0,"Pulaski County, IL",2003,2990.0,2707.0,283.0,9.5,Pulaski , IL
669,CN1715500000000,17.0,155.0,"Putnam County, IL",2003,3014.0,2793.0,221.0,7.3,Putnam , IL
670,CN1715700000000,17.0,157.0,"Randolph County, IL",2003,15132.0,14210.0,922.0,6.1,Randolph , IL
671,CN1715900000000,17.0,159.0,"Richland County, IL",2003,7234.0,6728.0,506.0,7.0,Richland , IL
672,CN1716100000000,17.0,161.0,"Rock Island County, IL",2003,74394.0,69932.0,4462.0,6.0,Rock Island , IL
673,CN1716300000000,17.0,163.0,"St. Clair County, IL",2003,117650.0,109343.0,8307.0,7.1,St. Clair , IL
674,CN1716500000000,17.0,165.0,"Saline County, IL",2003,11968.0,11056.0,912.0,7.6,Saline , IL
675,CN1716700000000,17.0,167.0,"Sangamon County, IL",2003,101339.0,95863.0,5476.0,5.4,Sangamon , IL
676,CN1716900000000,17.0,169.0,"Schuyler County, IL",2003,4115.0,3884.0,231.0,5.6,Schuyler , IL
677,CN1717100000000,17.0,171.0,"Scott County, IL",2003,2840.0,2664.0,176.0,6.2,Scott , IL
678,CN1717300000000,17.0,173.0,"Shelby County, IL",2003,11075.0,10371.0,704.0,6.4,Shelby , IL
679,CN1717500000000,17.0,175.0,"Stark County, IL",2003,2733.0,2524.0,209.0,7.6,Stark , IL
680,CN1717700000000,17.0,177.0,"Stephenson County, IL",2003,24655.0,22910.0,1745.0,7.1,Stephenson , IL
681,CN1717900000000,17.0,179.0,"Tazewell County, IL",2003,64755.0,60985.0,3770.0,5.8,Tazewell , IL
682,CN1718100000000,17.0,181.0,"Union County, IL",2003,8198.0,7553.0,645.0,7.9,Union , IL
683,CN1718300000000,17.0,183.0,"Vermilion County, IL",2003,37268.0,34280.0,2988.0,8.0,Vermilion , IL
684,CN1718500000000,17.0,185.0,"Wabash County, IL",2003,6508.0,6114.0,394.0,6.1,Wabash , IL
685,CN1718700000000,17.0,187.0,"Warren County, IL",2003,9200.0,8617.0,583.0,6.3,Warren , IL
686,CN1718900000000,17.0,189.0,"Washington County, IL",2003,8313.0,7876.0,437.0,5.3,Washington , IL
687,CN1719100000000,17.0,191.0,"Wayne County, IL",2003,7871.0,7377.0,494.0,6.3,Wayne , IL
688,CN1719300000000,17.0,193.0,"White County, IL",2003,7778.0,7340.0,438.0,5.6,White , IL
689,CN1719500000000,17.0,195.0,"Whiteside County, IL",2003,28859.0,26813.0,2046.0,7.1,Whiteside , IL
690,CN1719700000000,17.0,197.0,"Will County, IL",2003,305756.0,285399.0,20357.0,6.7,Will , IL
691,CN1719900000000,17.0,199.0,"Williamson County, IL",2003,30950.0,28837.0,2113.0,6.8,Williamson , IL
692,CN1720100000000,17.0,201.0,"Winnebago County, IL",2003,139186.0,127977.0,11209.0,8.1,Winnebago , IL
693,CN1720300000000,17.0,203.0,"Woodford County, IL",2003,18458.0,17598.0,860.0,4.7,Woodford , IL
694,CN1800100000000,18.0,1.0,"Adams County, IN",2003,16096.0,15404.0,692.0,4.3,Adams , IN
695,CN1800300000000,18.0,3.0,"Allen County, IN",2003,179084.0,169628.0,9456.0,5.3,Allen , IN
696,CN1800500000000,18.0,5.0,"Bartholomew County, IN",2003,35692.0,33990.0,1702.0,4.8,Bartholomew , IN
697,CN1800700000000,18.0,7.0,"Benton County, IN",2003,4693.0,4438.0,255.0,5.4,Benton , IN
698,CN1800900000000,18.0,9.0,"Blackford County, IN",2003,6916.0,6406.0,510.0,7.4,Blackford , IN
699,CN1801100000000,18.0,11.0,"Boone County, IN",2003,26153.0,25100.0,1053.0,4.0,Boone , IN
700,CN1801300000000,18.0,13.0,"Brown County, IN",2003,8119.0,7710.0,409.0,5.0,Brown , IN
701,CN1801500000000,18.0,15.0,"Carroll County, IN",2003,10633.0,9987.0,646.0,6.1,Carroll , IN
702,CN1801700000000,18.0,17.0,"Cass County, IN",2003,20040.0,18788.0,1252.0,6.2,Cass , IN
703,CN1801900000000,18.0,19.0,"Clark County, IN",2003,52949.0,50345.0,2604.0,4.9,Clark , IN
704,CN1802100000000,18.0,21.0,"Clay County, IN",2003,13020.0,12268.0,752.0,5.8,Clay , IN
705,CN1802300000000,18.0,23.0,"Clinton County, IN",2003,16863.0,15977.0,886.0,5.3,Clinton , IN
706,CN1802500000000,18.0,25.0,"Crawford County, IN",2003,5350.0,4984.0,366.0,6.8,Crawford , IN
707,CN1802700000000,18.0,27.0,"Daviess County, IN",2003,14358.0,13772.0,586.0,4.1,Daviess , IN
708,CN1802900000000,18.0,29.0,"Dearborn County, IN",2003,25885.0,24550.0,1335.0,5.2,Dearborn , IN
709,CN1803100000000,18.0,31.0,"Decatur County, IN",2003,12526.0,11954.0,572.0,4.6,Decatur , IN
710,CN1803300000000,18.0,33.0,"DeKalb County, IN",2003,22044.0,20795.0,1249.0,5.7,DeKalb , IN
711,CN1803500000000,18.0,35.0,"Delaware County, IN",2003,59032.0,55339.0,3693.0,6.3,Delaware , IN
712,CN1803700000000,18.0,37.0,"Dubois County, IN",2003,22469.0,21657.0,812.0,3.6,Dubois , IN
713,CN1803900000000,18.0,39.0,"Elkhart County, IN",2003,96260.0,91732.0,4528.0,4.7,Elkhart , IN
714,CN1804100000000,18.0,41.0,"Fayette County, IN",2003,11637.0,10708.0,929.0,8.0,Fayette , IN
715,CN1804300000000,18.0,43.0,"Floyd County, IN",2003,37514.0,35776.0,1738.0,4.6,Floyd , IN
716,CN1804500000000,18.0,45.0,"Fountain County, IN",2003,8412.0,7933.0,479.0,5.7,Fountain , IN
717,CN1804700000000,18.0,47.0,"Franklin County, IN",2003,11890.0,11205.0,685.0,5.8,Franklin , IN
718,CN1804900000000,18.0,49.0,"Fulton County, IN",2003,10375.0,9740.0,635.0,6.1,Fulton , IN
719,CN1805100000000,18.0,51.0,"Gibson County, IN",2003,17384.0,16577.0,807.0,4.6,Gibson , IN
720,CN1805300000000,18.0,53.0,"Grant County, IN",2003,34814.0,32207.0,2607.0,7.5,Grant , IN
721,CN1805500000000,18.0,55.0,"Greene County, IN",2003,16588.0,15542.0,1046.0,6.3,Greene , IN
722,CN1805700000000,18.0,57.0,"Hamilton County, IN",2003,121206.0,117220.0,3986.0,3.3,Hamilton , IN
723,CN1805900000000,18.0,59.0,"Hancock County, IN",2003,32857.0,31511.0,1346.0,4.1,Hancock , IN
724,CN1806100000000,18.0,61.0,"Harrison County, IN",2003,19064.0,18128.0,936.0,4.9,Harrison , IN
725,CN1806300000000,18.0,63.0,"Hendricks County, IN",2003,65540.0,62833.0,2707.0,4.1,Hendricks , IN
726,CN1806500000000,18.0,65.0,"Henry County, IN",2003,23523.0,22121.0,1402.0,6.0,Henry , IN
727,CN1806700000000,18.0,67.0,"Howard County, IN",2003,40158.0,37413.0,2745.0,6.8,Howard , IN
728,CN1806900000000,18.0,69.0,"Huntington County, IN",2003,20684.0,19565.0,1119.0,5.4,Huntington , IN
729,CN1807100000000,18.0,71.0,"Jackson County, IN",2003,21979.0,20935.0,1044.0,4.7,Jackson , IN
730,CN1807300000000,18.0,73.0,"Jasper County, IN",2003,15099.0,14245.0,854.0,5.7,Jasper , IN
731,CN1807500000000,18.0,75.0,"Jay County, IN",2003,10735.0,9938.0,797.0,7.4,Jay , IN
732,CN1807700000000,18.0,77.0,"Jefferson County, IN",2003,16842.0,16036.0,806.0,4.8,Jefferson , IN
733,CN1807900000000,18.0,79.0,"Jennings County, IN",2003,13925.0,13038.0,887.0,6.4,Jennings , IN
734,CN1808100000000,18.0,81.0,"Johnson County, IN",2003,67982.0,65252.0,2730.0,4.0,Johnson , IN
735,CN1808300000000,18.0,83.0,"Knox County, IN",2003,19634.0,18767.0,867.0,4.4,Knox , IN
736,CN1808500000000,18.0,85.0,"Kosciusko County, IN",2003,39671.0,37937.0,1734.0,4.4,Kosciusko , IN
737,CN1808700000000,18.0,87.0,"LaGrange County, IN",2003,16552.0,15812.0,740.0,4.5,LaGrange , IN
738,CN1808900000000,18.0,89.0,"Lake County, IN",2003,225896.0,212063.0,13833.0,6.1,Lake , IN
739,CN1809100000000,18.0,91.0,"LaPorte County, IN",2003,53847.0,50198.0,3649.0,6.8,LaPorte , IN
740,CN1809300000000,18.0,93.0,"Lawrence County, IN",2003,22708.0,21100.0,1608.0,7.1,Lawrence , IN
741,CN1809500000000,18.0,95.0,"Madison County, IN",2003,64539.0,60677.0,3862.0,6.0,Madison , IN
742,CN1809700000000,18.0,97.0,"Marion County, IN",2003,464331.0,439470.0,24861.0,5.4,Marion , IN
743,CN1809900000000,18.0,99.0,"Marshall County, IN",2003,22225.0,21020.0,1205.0,5.4,Marshall , IN
744,CN1810100000000,18.0,101.0,"Martin County, IN",2003,5385.0,5116.0,269.0,5.0,Martin , IN
745,CN1810300000000,18.0,103.0,"Miami County, IN",2003,17414.0,16142.0,1272.0,7.3,Miami , IN
746,CN1810500000000,18.0,105.0,"Monroe County, IN",2003,65677.0,62901.0,2776.0,4.2,Monroe , IN
747,CN1810700000000,18.0,107.0,"Montgomery County, IN",2003,19603.0,18764.0,839.0,4.3,Montgomery , IN
748,CN1810900000000,18.0,109.0,"Morgan County, IN",2003,36996.0,35221.0,1775.0,4.8,Morgan , IN
749,CN1811100000000,18.0,111.0,"Newton County, IN",2003,7166.0,6783.0,383.0,5.3,Newton , IN
750,CN1811300000000,18.0,113.0,"Noble County, IN",2003,23760.0,22293.0,1467.0,6.2,Noble , IN
751,CN1811500000000,18.0,115.0,"Ohio County, IN",2003,3092.0,2941.0,151.0,4.9,Ohio , IN
752,CN1811700000000,18.0,117.0,"Orange County, IN",2003,9200.0,8474.0,726.0,7.9,Orange , IN
753,CN1811900000000,18.0,119.0,"Owen County, IN",2003,11704.0,11052.0,652.0,5.6,Owen , IN
754,CN1812100000000,18.0,121.0,"Parke County, IN",2003,8049.0,7586.0,463.0,5.8,Parke , IN
755,CN1812300000000,18.0,123.0,"Perry County, IN",2003,9626.0,9102.0,524.0,5.4,Perry , IN
756,CN1812500000000,18.0,125.0,"Pike County, IN",2003,6433.0,6090.0,343.0,5.3,Pike , IN
757,CN1812700000000,18.0,127.0,"Porter County, IN",2003,79859.0,75808.0,4051.0,5.1,Porter , IN
758,CN1812900000000,18.0,129.0,"Posey County, IN",2003,14086.0,13474.0,612.0,4.3,Posey , IN
759,CN1813100000000,18.0,131.0,"Pulaski County, IN",2003,6699.0,6322.0,377.0,5.6,Pulaski , IN
760,CN1813300000000,18.0,133.0,"Putnam County, IN",2003,17671.0,16693.0,978.0,5.5,Putnam , IN
761,CN1813500000000,18.0,135.0,"Randolph County, IN",2003,13552.0,12621.0,931.0,6.9,Randolph , IN
762,CN1813700000000,18.0,137.0,"Ripley County, IN",2003,14720.0,14045.0,675.0,4.6,Ripley , IN
763,CN1813900000000,18.0,139.0,"Rush County, IN",2003,9279.0,8824.0,455.0,4.9,Rush , IN
764,CN1814100000000,18.0,141.0,"St. Joseph County, IN",2003,132464.0,125425.0,7039.0,5.3,St. Joseph , IN
765,CN1814300000000,18.0,143.0,"Scott County, IN",2003,11092.0,10375.0,717.0,6.5,Scott , IN
766,CN1814500000000,18.0,145.0,"Shelby County, IN",2003,23825.0,22683.0,1142.0,4.8,Shelby , IN
767,CN1814700000000,18.0,147.0,"Spencer County, IN",2003,10794.0,10234.0,560.0,5.2,Spencer , IN
768,CN1814900000000,18.0,149.0,"Starke County, IN",2003,10543.0,9777.0,766.0,7.3,Starke , IN
769,CN1815100000000,18.0,151.0,"Steuben County, IN",2003,17014.0,15916.0,1098.0,6.5,Steuben , IN
770,CN1815300000000,18.0,153.0,"Sullivan County, IN",2003,9296.0,8664.0,632.0,6.8,Sullivan , IN
771,CN1815500000000,18.0,155.0,"Switzerland County, IN",2003,5748.0,5494.0,254.0,4.4,Switzerland , IN
772,CN1815700000000,18.0,157.0,"Tippecanoe County, IN",2003,77577.0,73934.0,3643.0,4.7,Tippecanoe , IN
773,CN1815900000000,18.0,159.0,"Tipton County, IN",2003,8313.0,7863.0,450.0,5.4,Tipton , IN
774,CN1816100000000,18.0,161.0,"Union County, IN",2003,3775.0,3582.0,193.0,5.1,Union , IN
775,CN1816300000000,18.0,163.0,"Vanderburgh County, IN",2003,92430.0,88057.0,4373.0,4.7,Vanderburgh , IN
776,CN1816500000000,18.0,165.0,"Vermillion County, IN",2003,8058.0,7531.0,527.0,6.5,Vermillion , IN
777,CN1816700000000,18.0,167.0,"Vigo County, IN",2003,50396.0,47383.0,3013.0,6.0,Vigo , IN
778,CN1816900000000,18.0,169.0,"Wabash County, IN",2003,17715.0,16712.0,1003.0,5.7,Wabash , IN
779,CN1817100000000,18.0,171.0,"Warren County, IN",2003,4553.0,4329.0,224.0,4.9,Warren , IN
780,CN1817300000000,18.0,173.0,"Warrick County, IN",2003,30145.0,28866.0,1279.0,4.2,Warrick , IN
781,CN1817500000000,18.0,175.0,"Washington County, IN",2003,14067.0,13260.0,807.0,5.7,Washington , IN
782,CN1817700000000,18.0,177.0,"Wayne County, IN",2003,34415.0,32141.0,2274.0,6.6,Wayne , IN
783,CN1817900000000,18.0,179.0,"Wells County, IN",2003,14970.0,14259.0,711.0,4.7,Wells , IN
784,CN1818100000000,18.0,181.0,"White County, IN",2003,12361.0,11445.0,916.0,7.4,White , IN
785,CN1818300000000,18.0,183.0,"Whitley County, IN",2003,17679.0,16687.0,992.0,5.6,Whitley , IN
786,CN1900100000000,19.0,1.0,"Adair County, IA",2003,4286.0,4110.0,176.0,4.1,Adair , IA
787,CN1900300000000,19.0,3.0,"Adams County, IA",2003,2127.0,2019.0,108.0,5.1,Adams , IA
788,CN1900500000000,19.0,5.0,"Allamakee County, IA",2003,8065.0,7615.0,450.0,5.6,Allamakee , IA
789,CN1900700000000,19.0,7.0,"Appanoose County, IA",2003,6496.0,6143.0,353.0,5.4,Appanoose , IA
790,CN1900900000000,19.0,9.0,"Audubon County, IA",2003,3278.0,3146.0,132.0,4.0,Audubon , IA
791,CN1901100000000,19.0,11.0,"Benton County, IA",2003,14079.0,13406.0,673.0,4.8,Benton , IA
792,CN1901300000000,19.0,13.0,"Black Hawk County, IA",2003,70964.0,67697.0,3267.0,4.6,Black Hawk , IA
793,CN1901500000000,19.0,15.0,"Boone County, IA",2003,15028.0,14498.0,530.0,3.5,Boone , IA
794,CN1901700000000,19.0,17.0,"Bremer County, IA",2003,13468.0,12942.0,526.0,3.9,Bremer , IA
795,CN1901900000000,19.0,19.0,"Buchanan County, IA",2003,10867.0,10372.0,495.0,4.6,Buchanan , IA
796,CN1902100000000,19.0,21.0,"Buena Vista County, IA",2003,10382.0,10005.0,377.0,3.6,Buena Vista , IA
797,CN1902300000000,19.0,23.0,"Butler County, IA",2003,8095.0,7686.0,409.0,5.1,Butler , IA
798,CN1902500000000,19.0,25.0,"Calhoun County, IA",2003,5116.0,4899.0,217.0,4.2,Calhoun , IA
799,CN1902700000000,19.0,27.0,"Carroll County, IA",2003,12231.0,11882.0,349.0,2.9,Carroll , IA
800,CN1902900000000,19.0,29.0,"Cass County, IA",2003,7522.0,7139.0,383.0,5.1,Cass , IA
801,CN1903100000000,19.0,31.0,"Cedar County, IA",2003,10402.0,10007.0,395.0,3.8,Cedar , IA
802,CN1903300000000,19.0,33.0,"Cerro Gordo County, IA",2003,25493.0,24400.0,1093.0,4.3,Cerro Gordo , IA
803,CN1903500000000,19.0,35.0,"Cherokee County, IA",2003,6712.0,6429.0,283.0,4.2,Cherokee , IA
804,CN1903700000000,19.0,37.0,"Chickasaw County, IA",2003,6276.0,5891.0,385.0,6.1,Chickasaw , IA
805,CN1903900000000,19.0,39.0,"Clarke County, IA",2003,4861.0,4467.0,394.0,8.1,Clarke , IA
806,CN1904100000000,19.0,41.0,"Clay County, IA",2003,9746.0,9337.0,409.0,4.2,Clay , IA
807,CN1904300000000,19.0,43.0,"Clayton County, IA",2003,9564.0,8975.0,589.0,6.2,Clayton , IA
808,CN1904500000000,19.0,45.0,"Clinton County, IA",2003,26173.0,24743.0,1430.0,5.5,Clinton , IA
809,CN1904700000000,19.0,47.0,"Crawford County, IA",2003,8755.0,8416.0,339.0,3.9,Crawford , IA
810,CN1904900000000,19.0,49.0,"Dallas County, IA",2003,26484.0,25602.0,882.0,3.3,Dallas , IA
811,CN1905100000000,19.0,51.0,"Davis County, IA",2003,4231.0,4023.0,208.0,4.9,Davis , IA
812,CN1905300000000,19.0,53.0,"Decatur County, IA",2003,4278.0,4029.0,249.0,5.8,Decatur , IA
813,CN1905500000000,19.0,55.0,"Delaware County, IA",2003,9913.0,9415.0,498.0,5.0,Delaware , IA
814,CN1905700000000,19.0,57.0,"Des Moines County, IA",2003,21297.0,19870.0,1427.0,6.7,Des Moines , IA
815,CN1905900000000,19.0,59.0,"Dickinson County, IA",2003,9838.0,9378.0,460.0,4.7,Dickinson , IA
816,CN1906100000000,19.0,61.0,"Dubuque County, IA",2003,48823.0,46709.0,2114.0,4.3,Dubuque , IA
817,CN1906300000000,19.0,63.0,"Emmet County, IA",2003,5989.0,5668.0,321.0,5.4,Emmet , IA
818,CN1906500000000,19.0,65.0,"Fayette County, IA",2003,10946.0,10385.0,561.0,5.1,Fayette , IA
819,CN1906700000000,19.0,67.0,"Floyd County, IA",2003,8579.0,8147.0,432.0,5.0,Floyd , IA
820,CN1906900000000,19.0,69.0,"Franklin County, IA",2003,5397.0,5151.0,246.0,4.6,Franklin , IA
821,CN1907100000000,19.0,71.0,"Fremont County, IA",2003,4304.0,4159.0,145.0,3.4,Fremont , IA
822,CN1907300000000,19.0,73.0,"Greene County, IA",2003,4991.0,4796.0,195.0,3.9,Greene , IA
823,CN1907500000000,19.0,75.0,"Grundy County, IA",2003,6809.0,6548.0,261.0,3.8,Grundy , IA
824,CN1907700000000,19.0,77.0,"Guthrie County, IA",2003,6081.0,5833.0,248.0,4.1,Guthrie , IA
825,CN1907900000000,19.0,79.0,"Hamilton County, IA",2003,8612.0,8237.0,375.0,4.4,Hamilton , IA
826,CN1908100000000,19.0,81.0,"Hancock County, IA",2003,6265.0,6035.0,230.0,3.7,Hancock , IA
827,CN1908300000000,19.0,83.0,"Hardin County, IA",2003,9133.0,8660.0,473.0,5.2,Hardin , IA
828,CN1908500000000,19.0,85.0,"Harrison County, IA",2003,8169.0,7787.0,382.0,4.7,Harrison , IA
829,CN1908700000000,19.0,87.0,"Henry County, IA",2003,10166.0,9488.0,678.0,6.7,Henry , IA
830,CN1908900000000,19.0,89.0,"Howard County, IA",2003,5047.0,4824.0,223.0,4.4,Howard , IA
831,CN1909100000000,19.0,91.0,"Humboldt County, IA",2003,5196.0,4976.0,220.0,4.2,Humboldt , IA
832,CN1909300000000,19.0,93.0,"Ida County, IA",2003,3864.0,3714.0,150.0,3.9,Ida , IA
833,CN1909500000000,19.0,95.0,"Iowa County, IA",2003,8625.0,8301.0,324.0,3.8,Iowa , IA
834,CN1909700000000,19.0,97.0,"Jackson County, IA",2003,11199.0,10514.0,685.0,6.1,Jackson , IA
835,CN1909900000000,19.0,99.0,"Jasper County, IA",2003,19678.0,18666.0,1012.0,5.1,Jasper , IA
836,CN1910100000000,19.0,101.0,"Jefferson County, IA",2003,8281.0,7824.0,457.0,5.5,Jefferson , IA
837,CN1910300000000,19.0,103.0,"Johnson County, IA",2003,72412.0,70184.0,2228.0,3.1,Johnson , IA
838,CN1910500000000,19.0,105.0,"Jones County, IA",2003,10422.0,9876.0,546.0,5.2,Jones , IA
839,CN1910700000000,19.0,107.0,"Keokuk County, IA",2003,6082.0,5803.0,279.0,4.6,Keokuk , IA
840,CN1910900000000,19.0,109.0,"Kossuth County, IA",2003,8792.0,8400.0,392.0,4.5,Kossuth , IA
841,CN1911100000000,19.0,111.0,"Lee County, IA",2003,17473.0,16122.0,1351.0,7.7,Lee , IA
842,CN1911300000000,19.0,113.0,"Linn County, IA",2003,112195.0,106753.0,5442.0,4.9,Linn , IA
843,CN1911500000000,19.0,115.0,"Louisa County, IA",2003,6270.0,5978.0,292.0,4.7,Louisa , IA
844,CN1911700000000,19.0,117.0,"Lucas County, IA",2003,4832.0,4576.0,256.0,5.3,Lucas , IA
845,CN1911900000000,19.0,119.0,"Lyon County, IA",2003,6275.0,6051.0,224.0,3.6,Lyon , IA
846,CN1912100000000,19.0,121.0,"Madison County, IA",2003,7848.0,7494.0,354.0,4.5,Madison , IA
847,CN1912300000000,19.0,123.0,"Mahaska County, IA",2003,11298.0,10747.0,551.0,4.9,Mahaska , IA
848,CN1912500000000,19.0,125.0,"Marion County, IA",2003,16967.0,16186.0,781.0,4.6,Marion , IA
849,CN1912700000000,19.0,127.0,"Marshall County, IA",2003,20620.0,19517.0,1103.0,5.3,Marshall , IA
850,CN1912900000000,19.0,129.0,"Mills County, IA",2003,8119.0,7808.0,311.0,3.8,Mills , IA
851,CN1913100000000,19.0,131.0,"Mitchell County, IA",2003,5359.0,5159.0,200.0,3.7,Mitchell , IA
852,CN1913300000000,19.0,133.0,"Monona County, IA",2003,4869.0,4616.0,253.0,5.2,Monona , IA
853,CN1913500000000,19.0,135.0,"Monroe County, IA",2003,3485.0,3286.0,199.0,5.7,Monroe , IA
854,CN1913700000000,19.0,137.0,"Montgomery County, IA",2003,5679.0,5394.0,285.0,5.0,Montgomery , IA
855,CN1913900000000,19.0,139.0,"Muscatine County, IA",2003,22386.0,21426.0,960.0,4.3,Muscatine , IA
856,CN1914100000000,19.0,141.0,"O'Brien County, IA",2003,7473.0,7183.0,290.0,3.9,O'Brien , IA
857,CN1914300000000,19.0,143.0,"Osceola County, IA",2003,3478.0,3346.0,132.0,3.8,Osceola , IA
858,CN1914500000000,19.0,145.0,"Page County, IA",2003,7550.0,7187.0,363.0,4.8,Page , IA
859,CN1914700000000,19.0,147.0,"Palo Alto County, IA",2003,5006.0,4812.0,194.0,3.9,Palo Alto , IA
860,CN1914900000000,19.0,149.0,"Plymouth County, IA",2003,13774.0,13251.0,523.0,3.8,Plymouth , IA
861,CN1915100000000,19.0,151.0,"Pocahontas County, IA",2003,3845.0,3625.0,220.0,5.7,Pocahontas , IA
862,CN1915300000000,19.0,153.0,"Polk County, IA",2003,222159.0,212939.0,9220.0,4.2,Polk , IA
863,CN1915500000000,19.0,155.0,"Pottawattamie County, IA",2003,48989.0,46665.0,2324.0,4.7,Pottawattamie , IA
864,CN1915700000000,19.0,157.0,"Poweshiek County, IA",2003,10254.0,9772.0,482.0,4.7,Poweshiek , IA
865,CN1915900000000,19.0,159.0,"Ringgold County, IA",2003,2544.0,2425.0,119.0,4.7,Ringgold , IA
866,CN1916100000000,19.0,161.0,"Sac County, IA",2003,5768.0,5532.0,236.0,4.1,Sac , IA
867,CN1916300000000,19.0,163.0,"Scott County, IA",2003,85740.0,81639.0,4101.0,4.8,Scott , IA
868,CN1916500000000,19.0,165.0,"Shelby County, IA",2003,6944.0,6687.0,257.0,3.7,Shelby , IA
869,CN1916700000000,19.0,167.0,"Sioux County, IA",2003,17951.0,17406.0,545.0,3.0,Sioux , IA
870,CN1916900000000,19.0,169.0,"Story County, IA",2003,46960.0,45620.0,1340.0,2.9,Story , IA
871,CN1917100000000,19.0,171.0,"Tama County, IA",2003,9007.0,8281.0,726.0,8.1,Tama , IA
872,CN1917300000000,19.0,173.0,"Taylor County, IA",2003,3293.0,3145.0,148.0,4.5,Taylor , IA
873,CN1917500000000,19.0,175.0,"Union County, IA",2003,6266.0,5910.0,356.0,5.7,Union , IA
874,CN1917700000000,19.0,177.0,"Van Buren County, IA",2003,3789.0,3572.0,217.0,5.7,Van Buren , IA
875,CN1917900000000,19.0,179.0,"Wapello County, IA",2003,19282.0,18201.0,1081.0,5.6,Wapello , IA
876,CN1918100000000,19.0,181.0,"Warren County, IA",2003,24157.0,23272.0,885.0,3.7,Warren , IA
877,CN1918300000000,19.0,183.0,"Washington County, IA",2003,12114.0,11659.0,455.0,3.8,Washington , IA
878,CN1918500000000,19.0,185.0,"Wayne County, IA",2003,3162.0,3017.0,145.0,4.6,Wayne , IA
879,CN1918700000000,19.0,187.0,"Webster County, IA",2003,19575.0,18646.0,929.0,4.7,Webster , IA
880,CN1918900000000,19.0,189.0,"Winnebago County, IA",2003,6020.0,5793.0,227.0,3.8,Winnebago , IA
881,CN1919100000000,19.0,191.0,"Winneshiek County, IA",2003,12258.0,11733.0,525.0,4.3,Winneshiek , IA
882,CN1919300000000,19.0,193.0,"Woodbury County, IA",2003,54526.0,51986.0,2540.0,4.7,Woodbury , IA
883,CN1919500000000,19.0,195.0,"Worth County, IA",2003,4401.0,4219.0,182.0,4.1,Worth , IA
884,CN1919700000000,19.0,197.0,"Wright County, IA",2003,6950.0,6630.0,320.0,4.6,Wright , IA
885,CN2000100000000,20.0,1.0,"Allen County, KS",2003,7185.0,6837.0,348.0,4.8,Allen , KS
886,CN2000300000000,20.0,3.0,"Anderson County, KS",2003,4130.0,3904.0,226.0,5.5,Anderson , KS
887,CN2000500000000,20.0,5.0,"Atchison County, KS",2003,8315.0,7858.0,457.0,5.5,Atchison , KS
888,CN2000700000000,20.0,7.0,"Barber County, KS",2003,2662.0,2565.0,97.0,3.6,Barber , KS
889,CN2000900000000,20.0,9.0,"Barton County, KS",2003,14522.0,13882.0,640.0,4.4,Barton , KS
890,CN2001100000000,20.0,11.0,"Bourbon County, KS",2003,8593.0,8185.0,408.0,4.7,Bourbon , KS
891,CN2001300000000,20.0,13.0,"Brown County, KS",2003,5485.0,5236.0,249.0,4.5,Brown , KS
892,CN2001500000000,20.0,15.0,"Butler County, KS",2003,30833.0,28935.0,1898.0,6.2,Butler , KS
893,CN2001700000000,20.0,17.0,"Chase County, KS",2003,1629.0,1560.0,69.0,4.2,Chase , KS
894,CN2001900000000,20.0,19.0,"Chautauqua County, KS",2003,1955.0,1854.0,101.0,5.2,Chautauqua , KS
895,CN2002100000000,20.0,21.0,"Cherokee County, KS",2003,10702.0,9953.0,749.0,7.0,Cherokee , KS
896,CN2002300000000,20.0,23.0,"Cheyenne County, KS",2003,1623.0,1575.0,48.0,3.0,Cheyenne , KS
897,CN2002500000000,20.0,25.0,"Clark County, KS",2003,1253.0,1212.0,41.0,3.3,Clark , KS
898,CN2002700000000,20.0,27.0,"Clay County, KS",2003,4612.0,4411.0,201.0,4.4,Clay , KS
899,CN2002900000000,20.0,29.0,"Cloud County, KS",2003,5764.0,5556.0,208.0,3.6,Cloud , KS
900,CN2003100000000,20.0,31.0,"Coffey County, KS",2003,4920.0,4629.0,291.0,5.9,Coffey , KS
901,CN2003300000000,20.0,33.0,"Comanche County, KS",2003,1033.0,1003.0,30.0,2.9,Comanche , KS
902,CN2003500000000,20.0,35.0,"Cowley County, KS",2003,18368.0,17143.0,1225.0,6.7,Cowley , KS
903,CN2003700000000,20.0,37.0,"Crawford County, KS",2003,19334.0,18258.0,1076.0,5.6,Crawford , KS
904,CN2003900000000,20.0,39.0,"Decatur County, KS",2003,1866.0,1807.0,59.0,3.2,Decatur , KS
905,CN2004100000000,20.0,41.0,"Dickinson County, KS",2003,10408.0,9930.0,478.0,4.6,Dickinson , KS
906,CN2004300000000,20.0,43.0,"Doniphan County, KS",2003,4409.0,4092.0,317.0,7.2,Doniphan , KS
