index,LAUS,FIPS_state,FIPS_county,county_state,year,labor_force,employed,unemployed,unemployment_rate,county,state
0,CN0100100000000,1.0,1.0,"Autauga County, AL",2005,23949,23037,912,3.8,Autauga , AL
1,CN0100300000000,1.0,3.0,"Baldwin County, AL",2005,76804,73743,3061,4,Baldwin , AL
2,CN0100500000000,1.0,5.0,"Barbour County, AL",2005,10760,10136,624,5.8,Barbour , AL
3,CN0100700000000,1.0,7.0,"Bibb County, AL",2005,8861,8463,398,4.5,Bibb , AL
4,CN0100900000000,1.0,9.0,"Blount County, AL",2005,26446,25491,955,3.6,Blount , AL
5,CN0101100000000,1.0,11.0,"Bullock County, AL",2005,3747,3391,356,9.5,Bullock , AL
6,CN0101300000000,1.0,13.0,"Butler County, AL",2005,9139,8547,592,6.5,Butler , AL
7,CN0101500000000,1.0,15.0,"Calhoun County, AL",2005,53955,51524,2431,4.5,Calhoun , AL
8,CN0101700000000,1.0,17.0,"Chambers County, AL",2005,16353,15413,940,5.7,Chambers , AL
9,CN0101900000000,1.0,19.0,"Cherokee County, AL",2005,12044,11519,525,4.4,Cherokee , AL
10,CN0102100000000,1.0,21.0,"Chilton County, AL",2005,19674,18901,773,3.9,Chilton , AL
11,CN0102300000000,1.0,23.0,"Choctaw County, AL",2005,5300,4951,349,6.6,Choctaw , AL
12,CN0102500000000,1.0,25.0,"Clarke County, AL",2005,10126,9478,648,6.4,Clarke , AL
13,CN0102700000000,1.0,27.0,"Clay County, AL",2005,5950,5655,295,5,Clay , AL
14,CN0102900000000,1.0,29.0,"Cleburne County, AL",2005,6659,6396,263,3.9,Cleburne , AL
15,CN0103100000000,1.0,31.0,"Coffee County, AL",2005,20104,19320,784,3.9,Coffee , AL
16,CN0103300000000,1.0,33.0,"Colbert County, AL",2005,24960,23610,1350,5.4,Colbert , AL
17,CN0103500000000,1.0,35.0,"Conecuh County, AL",2005,5188,4866,322,6.2,Conecuh , AL
18,CN0103700000000,1.0,37.0,"Coosa County, AL",2005,4892,4645,247,5,Coosa , AL
19,CN0103900000000,1.0,39.0,"Covington County, AL",2005,16933,16167,766,4.5,Covington , AL
20,CN0104100000000,1.0,41.0,"Crenshaw County, AL",2005,6186,5882,304,4.9,Crenshaw , AL
21,CN0104300000000,1.0,43.0,"Cullman County, AL",2005,38494,36946,1548,4,Cullman , AL
22,CN0104500000000,1.0,45.0,"Dale County, AL",2005,20168,19269,899,4.5,Dale , AL
23,CN0104700000000,1.0,47.0,"Dallas County, AL",2005,16007,14636,1371,8.6,Dallas , AL
24,CN0104900000000,1.0,49.0,"DeKalb County, AL",2005,31239,29648,1591,5.1,DeKalb , AL
25,CN0105100000000,1.0,51.0,"Elmore County, AL",2005,34448,33157,1291,3.7,Elmore , AL
26,CN0105300000000,1.0,53.0,"Escambia County, AL",2005,14329,13530,799,5.6,Escambia , AL
27,CN0105500000000,1.0,55.0,"Etowah County, AL",2005,46762,44542,2220,4.7,Etowah , AL
28,CN0105700000000,1.0,57.0,"Fayette County, AL",2005,7886,7533,353,4.5,Fayette , AL
29,CN0105900000000,1.0,59.0,"Franklin County, AL",2005,13789,13059,730,5.3,Franklin , AL
30,CN0106100000000,1.0,61.0,"Geneva County, AL",2005,11628,11174,454,3.9,Geneva , AL
31,CN0106300000000,1.0,63.0,"Greene County, AL",2005,3456,3225,231,6.7,Greene , AL
32,CN0106500000000,1.0,65.0,"Hale County, AL",2005,7053,6669,384,5.4,Hale , AL
33,CN0106700000000,1.0,67.0,"Henry County, AL",2005,7469,7146,323,4.3,Henry , AL
34,CN0106900000000,1.0,69.0,"Houston County, AL",2005,46102,44334,1768,3.8,Houston , AL
35,CN0107100000000,1.0,71.0,"Jackson County, AL",2005,26776,25427,1349,5,Jackson , AL
36,CN0107300000000,1.0,73.0,"Jefferson County, AL",2005,317359,303260,14099,4.4,Jefferson , AL
37,CN0107500000000,1.0,75.0,"Lamar County, AL",2005,6132,5788,344,5.6,Lamar , AL
38,CN0107700000000,1.0,77.0,"Lauderdale County, AL",2005,42063,39905,2158,5.1,Lauderdale , AL
39,CN0107900000000,1.0,79.0,"Lawrence County, AL",2005,15979,15087,892,5.6,Lawrence , AL
40,CN0108100000000,1.0,81.0,"Lee County, AL",2005,63530,61161,2369,3.7,Lee , AL
41,CN0108300000000,1.0,83.0,"Limestone County, AL",2005,35123,33561,1562,4.4,Limestone , AL
42,CN0108500000000,1.0,85.0,"Lowndes County, AL",2005,4952,4554,398,8,Lowndes , AL
43,CN0108700000000,1.0,87.0,"Macon County, AL",2005,8705,8191,514,5.9,Macon , AL
44,CN0108900000000,1.0,89.0,"Madison County, AL",2005,158767,153075,5692,3.6,Madison , AL
45,CN0109100000000,1.0,91.0,"Marengo County, AL",2005,8603,8109,494,5.7,Marengo , AL
46,CN0109300000000,1.0,93.0,"Marion County, AL",2005,13536,12929,607,4.5,Marion , AL
47,CN0109500000000,1.0,95.0,"Marshall County, AL",2005,41954,40314,1640,3.9,Marshall , AL
48,CN0109700000000,1.0,97.0,"Mobile County, AL",2005,180384,171439,8945,5,Mobile , AL
49,CN0109900000000,1.0,99.0,"Monroe County, AL",2005,9587,8996,591,6.2,Monroe , AL
50,CN0110100000000,1.0,101.0,"Montgomery County, AL",2005,105148,100336,4812,4.6,Montgomery , AL
51,CN0110300000000,1.0,103.0,"Morgan County, AL",2005,55700,53187,2513,4.5,Morgan , AL
52,CN0110500000000,1.0,105.0,"Perry County, AL",2005,3537,3215,322,9.1,Perry , AL
53,CN0110700000000,1.0,107.0,"Pickens County, AL",2005,7960,7527,433,5.4,Pickens , AL
54,CN0110900000000,1.0,109.0,"Pike County, AL",2005,15013,14401,612,4.1,Pike , AL
55,CN0111100000000,1.0,111.0,"Randolph County, AL",2005,9823,9218,605,6.2,Randolph , AL
56,CN0111300000000,1.0,113.0,"Russell County, AL",2005,21501,20203,1298,6,Russell , AL
57,CN0111500000000,1.0,115.0,"St. Clair County, AL",2005,33750,32407,1343,4,St. Clair , AL
58,CN0111700000000,1.0,117.0,"Shelby County, AL",2005,94699,91783,2916,3.1,Shelby , AL
59,CN0111900000000,1.0,119.0,"Sumter County, AL",2005,4865,4512,353,7.3,Sumter , AL
60,CN0112100000000,1.0,121.0,"Talladega County, AL",2005,39684,37777,1907,4.8,Talladega , AL
61,CN0112300000000,1.0,123.0,"Tallapoosa County, AL",2005,18587,17748,839,4.5,Tallapoosa , AL
62,CN0112500000000,1.0,125.0,"Tuscaloosa County, AL",2005,84810,81638,3172,3.7,Tuscaloosa , AL
63,CN0112700000000,1.0,127.0,"Walker County, AL",2005,29772,28455,1317,4.4,Walker , AL
64,CN0112900000000,1.0,129.0,"Washington County, AL",2005,6887,6458,429,6.2,Washington , AL
65,CN0113100000000,1.0,131.0,"Wilcox County, AL",2005,3626,3290,336,9.3,Wilcox , AL
66,CN0113300000000,1.0,133.0,"Winston County, AL",2005,10365,9840,525,5.1,Winston , AL
67,CN0201300000000,2.0,13.0,"Aleutians East Borough, AK",2005,1077,974,103,9.6,Aleutians East Borough, AK
68,CN0201600000000,2.0,16.0,"Aleutians West Census Area, AK",2005,3143,2963,180,5.7,Aleutians West Census Area, AK
69,CN0202000000000,2.0,20.0,"Anchorage Borough/municipality, AK",2005,149028,140840,8188,5.5,Anchorage Borough/municipality, AK
70,CN0205000000000,2.0,50.0,"Bethel Census Area, AK",2005,7089,6182,907,12.8,Bethel Census Area, AK
71,CN0206000000000,2.0,60.0,"Bristol Bay Borough, AK",2005,971,914,57,5.9,Bristol Bay Borough, AK
72,CN0206800000000,2.0,68.0,"Denali Borough, AK",2005,1590,1486,104,6.5,Denali Borough, AK
73,CN0207000000000,2.0,70.0,"Dillingham Census Area, AK",2005,2062,1842,220,10.7,Dillingham Census Area, AK
74,CN0209000000000,2.0,90.0,"Fairbanks North Star Borough, AK",2005,45247,42606,2641,5.8,Fairbanks North Star Borough, AK
75,CN0210000000000,2.0,100.0,"Haines Borough, AK",2005,1472,1340,132,9,Haines Borough, AK
76,CN0211000000000,2.0,110.0,"Juneau Borough/city, AK",2005,18349,17370,979,5.3,Juneau Borough/city, AK
77,CN0212200000000,2.0,122.0,"Kenai Peninsula Borough, AK",2005,25321,23105,2216,8.8,Kenai Peninsula Borough, AK
78,CN0213000000000,2.0,130.0,"Ketchikan Gateway Borough, AK",2005,7966,7430,536,6.7,Ketchikan Gateway Borough, AK
79,CN0215000000000,2.0,150.0,"Kodiak Island Borough, AK",2005,6056,5556,500,8.3,Kodiak Island Borough, AK
80,CN0215800000000,2.0,158.0,"Kusilvak Census Area, AK",2005,2542,2011,531,20.9,Kusilvak Census Area, AK
81,CN0216400000000,2.0,164.0,"Lake and Peninsula Borough, AK",2005,1040,964,76,7.3,Lake and Peninsula Borough, AK
82,CN0217000000000,2.0,170.0,"Matanuska-Susitna Borough, AK",2005,36728,33928,2800,7.6,Matanuska-Susitna Borough, AK
83,CN0218000000000,2.0,180.0,"Nome Census Area, AK",2005,3979,3486,493,12.4,Nome Census Area, AK
84,CN0218500000000,2.0,185.0,"North Slope Borough, AK",2005,3719,3384,335,9,North Slope Borough, AK
85,CN0218800000000,2.0,188.0,"Northwest Arctic Borough, AK",2005,3062,2698,364,11.9,Northwest Arctic Borough, AK
86,CN0220100000000,2.0,201.0,"Prince of Wales-Outer Ketchikan Census Area, AK",2005,2568,2232,336,13.1,Prince of Wales-Outer Ketchikan Census Area, AK
87,CN0222000000000,2.0,220.0,"Sitka Borough/city, AK",2005,4745,4481,264,5.6,Sitka Borough/city, AK
88,CN0223200000000,2.0,232.0,"Skagway-Hoonah-Angoon Census Area, AK",2005,1846,1601,245,13.3,Skagway-Hoonah-Angoon Census Area, AK
89,CN0224000000000,2.0,240.0,"Southeast Fairbanks Census Area, AK",2005,3310,2963,347,10.5,Southeast Fairbanks Census Area, AK
90,CN0226100000000,2.0,261.0,"Valdez-Cordova Census Area, AK",2005,5264,4764,500,9.5,Valdez-Cordova Census Area, AK
91,CN0228000000000,2.0,280.0,"Wrangell-Petersburg Census Area, AK",2005,2931,2635,296,10.1,Wrangell-Petersburg Census Area, AK
92,CN0228200000000,2.0,282.0,"Yakutat Borough/city, AK",2005,320,286,34,10.6,Yakutat Borough/city, AK
93,CN0229000000000,2.0,290.0,"Yukon-Koyukuk Census Area, AK",2005,3139,2772,367,11.7,Yukon-Koyukuk Census Area, AK
94,CN0400100000000,4.0,1.0,"Apache County, AZ",2005,20054,17952,2102,10.5,Apache , AZ
95,CN0400300000000,4.0,3.0,"Cochise County, AZ",2005,55774,53097,2677,4.8,Cochise , AZ
96,CN0400500000000,4.0,5.0,"Coconino County, AZ",2005,67883,64549,3334,4.9,Coconino , AZ
97,CN0400700000000,4.0,7.0,"Gila County, AZ",2005,20667,19446,1221,5.9,Gila , AZ
98,CN0400900000000,4.0,9.0,"Graham County, AZ",2005,12261,11525,736,6,Graham , AZ
99,CN0401100000000,4.0,11.0,"Greenlee County, AZ",2005,3493,3324,169,4.8,Greenlee , AZ
100,CN0401200000000,4.0,12.0,"La Paz County, AZ",2005,7703,7181,522,6.8,La Paz , AZ
101,CN0401300000000,4.0,13.0,"Maricopa County, AZ",2005,1856076,1780954,75122,4,Maricopa , AZ
102,CN0401500000000,4.0,15.0,"Mohave County, AZ",2005,89079,85271,3808,4.3,Mohave , AZ
103,CN0401700000000,4.0,17.0,"Navajo County, AZ",2005,37680,34646,3034,8.1,Navajo , AZ
104,CN0401900000000,4.0,19.0,"Pima County, AZ",2005,441581,421815,19766,4.5,Pima , AZ
105,CN0402100000000,4.0,21.0,"Pinal County, AZ",2005,87422,82541,4881,5.6,Pinal , AZ
106,CN0402300000000,4.0,23.0,"Santa Cruz County, AZ",2005,16043,14663,1380,8.6,Santa Cruz , AZ
107,CN0402500000000,4.0,25.0,"Yavapai County, AZ",2005,91442,87403,4039,4.4,Yavapai , AZ
108,CN0402700000000,4.0,27.0,"Yuma County, AZ",2005,76067,64004,12063,15.9,Yuma , AZ
109,CN0500100000000,5.0,1.0,"Arkansas County, AR",2005,11321,10525,796,7,Arkansas , AR
110,CN0500300000000,5.0,3.0,"Ashley County, AR",2005,9646,8844,802,8.3,Ashley , AR
111,CN0500500000000,5.0,5.0,"Baxter County, AR",2005,17214,16254,960,5.6,Baxter , AR
112,CN0500700000000,5.0,7.0,"Benton County, AR",2005,100203,96959,3244,3.2,Benton , AR
113,CN0500900000000,5.0,9.0,"Boone County, AR",2005,16729,15875,854,5.1,Boone , AR
114,CN0501100000000,5.0,11.0,"Bradley County, AR",2005,5507,5074,433,7.9,Bradley , AR
115,CN0501300000000,5.0,13.0,"Calhoun County, AR",2005,2686,2502,184,6.9,Calhoun , AR
116,CN0501500000000,5.0,15.0,"Carroll County, AR",2005,13545,12929,616,4.5,Carroll , AR
117,CN0501700000000,5.0,17.0,"Chicot County, AR",2005,4892,4403,489,10,Chicot , AR
118,CN0501900000000,5.0,19.0,"Clark County, AR",2005,11051,10375,676,6.1,Clark , AR
119,CN0502100000000,5.0,21.0,"Clay County, AR",2005,7091,6497,594,8.4,Clay , AR
120,CN0502300000000,5.0,23.0,"Cleburne County, AR",2005,11633,11063,570,4.9,Cleburne , AR
121,CN0502500000000,5.0,25.0,"Cleveland County, AR",2005,4273,4023,250,5.9,Cleveland , AR
122,CN0502700000000,5.0,27.0,"Columbia County, AR",2005,11089,10385,704,6.3,Columbia , AR
123,CN0502900000000,5.0,29.0,"Conway County, AR",2005,9660,9164,496,5.1,Conway , AR
124,CN0503100000000,5.0,31.0,"Craighead County, AR",2005,45084,42935,2149,4.8,Craighead , AR
125,CN0503300000000,5.0,33.0,"Crawford County, AR",2005,27438,26244,1194,4.4,Crawford , AR
126,CN0503500000000,5.0,35.0,"Crittenden County, AR",2005,22513,21044,1469,6.5,Crittenden , AR
127,CN0503700000000,5.0,37.0,"Cross County, AR",2005,8502,7856,646,7.6,Cross , AR
128,CN0503900000000,5.0,39.0,"Dallas County, AR",2005,3868,3597,271,7,Dallas , AR
129,CN0504100000000,5.0,41.0,"Desha County, AR",2005,6089,5561,528,8.7,Desha , AR
130,CN0504300000000,5.0,43.0,"Drew County, AR",2005,8680,7944,736,8.5,Drew , AR
131,CN0504500000000,5.0,45.0,"Faulkner County, AR",2005,52018,49704,2314,4.4,Faulkner , AR
132,CN0504700000000,5.0,47.0,"Franklin County, AR",2005,8521,8156,365,4.3,Franklin , AR
133,CN0504900000000,5.0,49.0,"Fulton County, AR",2005,5096,4825,271,5.3,Fulton , AR
134,CN0505100000000,5.0,51.0,"Garland County, AR",2005,41936,39562,2374,5.7,Garland , AR
135,CN0505300000000,5.0,53.0,"Grant County, AR",2005,8663,8242,421,4.9,Grant , AR
136,CN0505500000000,5.0,55.0,"Greene County, AR",2005,18769,17679,1090,5.8,Greene , AR
137,CN0505700000000,5.0,57.0,"Hempstead County, AR",2005,10907,10278,629,5.8,Hempstead , AR
138,CN0505900000000,5.0,59.0,"Hot Spring County, AR",2005,15158,14358,800,5.3,Hot Spring , AR
139,CN0506100000000,5.0,61.0,"Howard County, AR",2005,6252,5905,347,5.6,Howard , AR
140,CN0506300000000,5.0,63.0,"Independence County, AR",2005,17860,16770,1090,6.1,Independence , AR
141,CN0506500000000,5.0,65.0,"Izard County, AR",2005,5254,4917,337,6.4,Izard , AR
142,CN0506700000000,5.0,67.0,"Jackson County, AR",2005,7797,7148,649,8.3,Jackson , AR
143,CN0506900000000,5.0,69.0,"Jefferson County, AR",2005,37037,34229,2808,7.6,Jefferson , AR
144,CN0507100000000,5.0,71.0,"Johnson County, AR",2005,10992,10455,537,4.9,Johnson , AR
145,CN0507300000000,5.0,73.0,"Lafayette County, AR",2005,3218,2979,239,7.4,Lafayette , AR
146,CN0507500000000,5.0,75.0,"Lawrence County, AR",2005,7517,6955,562,7.5,Lawrence , AR
147,CN0507700000000,5.0,77.0,"Lee County, AR",2005,3410,3051,359,10.5,Lee , AR
148,CN0507900000000,5.0,79.0,"Lincoln County, AR",2005,5251,4854,397,7.6,Lincoln , AR
149,CN0508100000000,5.0,81.0,"Little River County, AR",2005,6529,6223,306,4.7,Little River , AR
150,CN0508300000000,5.0,83.0,"Logan County, AR",2005,10076,9580,496,4.9,Logan , AR
151,CN0508500000000,5.0,85.0,"Lonoke County, AR",2005,30788,29414,1374,4.5,Lonoke , AR
152,CN0508700000000,5.0,87.0,"Madison County, AR",2005,7835,7544,291,3.7,Madison , AR
153,CN0508900000000,5.0,89.0,"Marion County, AR",2005,6801,6450,351,5.2,Marion , AR
154,CN0509100000000,5.0,91.0,"Miller County, AR",2005,19724,18778,946,4.8,Miller , AR
155,CN0509300000000,5.0,93.0,"Mississippi County, AR",2005,20201,18456,1745,8.6,Mississippi , AR
156,CN0509500000000,5.0,95.0,"Monroe County, AR",2005,3864,3607,257,6.7,Monroe , AR
157,CN0509700000000,5.0,97.0,"Montgomery County, AR",2005,4343,4130,213,4.9,Montgomery , AR
158,CN0509900000000,5.0,99.0,"Nevada County, AR",2005,4396,4142,254,5.8,Nevada , AR
159,CN0510100000000,5.0,101.0,"Newton County, AR",2005,3598,3415,183,5.1,Newton , AR
160,CN0510300000000,5.0,103.0,"Ouachita County, AR",2005,12590,11705,885,7,Ouachita , AR
161,CN0510500000000,5.0,105.0,"Perry County, AR",2005,4966,4712,254,5.1,Perry , AR
162,CN0510700000000,5.0,107.0,"Phillips County, AR",2005,8837,8033,804,9.1,Phillips , AR
163,CN0510900000000,5.0,109.0,"Pike County, AR",2005,5156,4907,249,4.8,Pike , AR
164,CN0511100000000,5.0,111.0,"Poinsett County, AR",2005,11483,10722,761,6.6,Poinsett , AR
165,CN0511300000000,5.0,113.0,"Polk County, AR",2005,8701,8264,437,5,Polk , AR
166,CN0511500000000,5.0,115.0,"Pope County, AR",2005,29572,28246,1326,4.5,Pope , AR
167,CN0511700000000,5.0,117.0,"Prairie County, AR",2005,4310,4053,257,6,Prairie , AR
168,CN0511900000000,5.0,119.0,"Pulaski County, AR",2005,190594,181400,9194,4.8,Pulaski , AR
169,CN0512100000000,5.0,121.0,"Randolph County, AR",2005,7872,7256,616,7.8,Randolph , AR
170,CN0512300000000,5.0,123.0,"St. Francis County, AR",2005,10805,9882,923,8.5,St. Francis , AR
171,CN0512500000000,5.0,125.0,"Saline County, AR",2005,47337,45291,2046,4.3,Saline , AR
172,CN0512700000000,5.0,127.0,"Scott County, AR",2005,4688,4476,212,4.5,Scott , AR
173,CN0512900000000,5.0,129.0,"Searcy County, AR",2005,3422,3251,171,5,Searcy , AR
174,CN0513100000000,5.0,131.0,"Sebastian County, AR",2005,59664,57117,2547,4.3,Sebastian , AR
175,CN0513300000000,5.0,133.0,"Sevier County, AR",2005,7655,7330,325,4.2,Sevier , AR
176,CN0513500000000,5.0,135.0,"Sharp County, AR",2005,6565,6092,473,7.2,Sharp , AR
177,CN0513700000000,5.0,137.0,"Stone County, AR",2005,4514,4220,294,6.5,Stone , AR
178,CN0513900000000,5.0,139.0,"Union County, AR",2005,20130,18747,1383,6.9,Union , AR
179,CN0514100000000,5.0,141.0,"Van Buren County, AR",2005,7018,6585,433,6.2,Van Buren , AR
180,CN0514300000000,5.0,143.0,"Washington County, AR",2005,100890,97492,3398,3.4,Washington , AR
181,CN0514500000000,5.0,145.0,"White County, AR",2005,32508,30453,2055,6.3,White , AR
182,CN0514700000000,5.0,147.0,"Woodruff County, AR",2005,3462,3145,317,9.2,Woodruff , AR
183,CN0514900000000,5.0,149.0,"Yell County, AR",2005,10659,10213,446,4.2,Yell , AR
184,CN0600100000000,6.0,1.0,"Alameda County, CA",2005,734258,696792,37466,5.1,Alameda , CA
185,CN0600300000000,6.0,3.0,"Alpine County, CA",2005,526,484,42,8,Alpine , CA
186,CN0600500000000,6.0,5.0,"Amador County, CA",2005,17199,16237,962,5.6,Amador , CA
187,CN0600700000000,6.0,7.0,"Butte County, CA",2005,98309,91677,6632,6.7,Butte , CA
188,CN0600900000000,6.0,9.0,"Calaveras County, CA",2005,20528,19247,1281,6.2,Calaveras , CA
189,CN0601100000000,6.0,11.0,"Colusa County, CA",2005,9880,8627,1253,12.7,Colusa , CA
190,CN0601300000000,6.0,13.0,"Contra Costa County, CA",2005,509864,485198,24666,4.8,Contra Costa , CA
191,CN0601500000000,6.0,15.0,"Del Norte County, CA",2005,10736,9940,796,7.4,Del Norte , CA
192,CN0601700000000,6.0,17.0,"El Dorado County, CA",2005,91050,86697,4353,4.8,El Dorado , CA
193,CN0601900000000,6.0,19.0,"Fresno County, CA",2005,407163,370589,36574,9,Fresno , CA
194,CN0602100000000,6.0,21.0,"Glenn County, CA",2005,11535,10565,970,8.4,Glenn , CA
195,CN0602300000000,6.0,23.0,"Humboldt County, CA",2005,59523,55891,3632,6.1,Humboldt , CA
196,CN0602500000000,6.0,25.0,"Imperial County, CA",2005,60592,50920,9672,16,Imperial , CA
197,CN0602700000000,6.0,27.0,"Inyo County, CA",2005,9282,8828,454,4.9,Inyo , CA
198,CN0602900000000,6.0,29.0,"Kern County, CA",2005,326748,299406,27342,8.4,Kern , CA
199,CN0603100000000,6.0,31.0,"Kings County, CA",2005,53840,48757,5083,9.4,Kings , CA
200,CN0603300000000,6.0,33.0,"Lake County, CA",2005,25985,23927,2058,7.9,Lake , CA
201,CN0603500000000,6.0,35.0,"Lassen County, CA",2005,12247,11265,982,8,Lassen , CA
202,CN0603700000000,6.0,37.0,"Los Angeles County, CA",2005,4781604,4525223,256381,5.4,Los Angeles , CA
203,CN0603900000000,6.0,39.0,"Madera County, CA",2005,61881,57015,4866,7.9,Madera , CA
204,CN0604100000000,6.0,41.0,"Marin County, CA",2005,129095,124094,5001,3.9,Marin , CA
205,CN0604300000000,6.0,43.0,"Mariposa County, CA",2005,8790,8231,559,6.4,Mariposa , CA
206,CN0604500000000,6.0,45.0,"Mendocino County, CA",2005,43841,41325,2516,5.7,Mendocino , CA
207,CN0604700000000,6.0,47.0,"Merced County, CA",2005,98738,88880,9858,10,Merced , CA
208,CN0604900000000,6.0,49.0,"Modoc County, CA",2005,4001,3683,318,7.9,Modoc , CA
209,CN0605100000000,6.0,51.0,"Mono County, CA",2005,8340,7937,403,4.8,Mono , CA
210,CN0605300000000,6.0,53.0,"Monterey County, CA",2005,206565,191535,15030,7.3,Monterey , CA
211,CN0605500000000,6.0,55.0,"Napa County, CA",2005,71328,68214,3114,4.4,Napa , CA
212,CN0605700000000,6.0,57.0,"Nevada County, CA",2005,49237,46884,2353,4.8,Nevada , CA
213,CN0605900000000,6.0,59.0,"Orange County, CA",2005,1585916,1526586,59330,3.7,Orange , CA
214,CN0606100000000,6.0,61.0,"Placer County, CA",2005,164249,157181,7068,4.3,Placer , CA
215,CN0606300000000,6.0,63.0,"Plumas County, CA",2005,10131,9278,853,8.4,Plumas , CA
216,CN0606500000000,6.0,65.0,"Riverside County, CA",2005,852578,806877,45701,5.4,Riverside , CA
217,CN0606700000000,6.0,67.0,"Sacramento County, CA",2005,664327,631504,32823,4.9,Sacramento , CA
218,CN0606900000000,6.0,69.0,"San Benito County, CA",2005,24499,22526,1973,8.1,San Benito , CA
219,CN0607100000000,6.0,71.0,"San Bernardino County, CA",2005,851470,807163,44307,5.2,San Bernardino , CA
220,CN0607300000000,6.0,73.0,"San Diego County, CA",2005,1489799,1425706,64093,4.3,San Diego , CA
221,CN0607500000000,6.0,75.0,"San Francisco County/city, CA",2005,413337,392747,20590,5,San Francisco , CA
222,CN0607700000000,6.0,77.0,"San Joaquin County, CA",2005,283588,261289,22299,7.9,San Joaquin , CA
223,CN0607900000000,6.0,79.0,"San Luis Obispo County, CA",2005,131479,125879,5600,4.3,San Luis Obispo , CA
224,CN0608100000000,6.0,81.0,"San Mateo County, CA",2005,360298,345017,15281,4.2,San Mateo , CA
225,CN0608300000000,6.0,83.0,"Santa Barbara County, CA",2005,213206,203962,9244,4.3,Santa Barbara , CA
226,CN0608500000000,6.0,85.0,"Santa Clara County, CA",2005,815361,772046,43315,5.3,Santa Clara , CA
227,CN0608700000000,6.0,87.0,"Santa Cruz County, CA",2005,142992,134029,8963,6.3,Santa Cruz , CA
228,CN0608900000000,6.0,89.0,"Shasta County, CA",2005,81748,75826,5922,7.2,Shasta , CA
229,CN0609100000000,6.0,91.0,"Sierra County, CA",2005,1580,1449,131,8.3,Sierra , CA
230,CN0609300000000,6.0,93.0,"Siskiyou County, CA",2005,18648,16970,1678,9,Siskiyou , CA
231,CN0609500000000,6.0,95.0,"Solano County, CA",2005,208486,197341,11145,5.3,Solano , CA
232,CN0609700000000,6.0,97.0,"Sonoma County, CA",2005,253410,242205,11205,4.4,Sonoma , CA
233,CN0609900000000,6.0,99.0,"Stanislaus County, CA",2005,226627,207585,19042,8.4,Stanislaus , CA
234,CN0610100000000,6.0,101.0,"Sutter County, CA",2005,39999,36145,3854,9.6,Sutter , CA
235,CN0610300000000,6.0,103.0,"Tehama County, CA",2005,25199,23470,1729,6.9,Tehama , CA
236,CN0610500000000,6.0,105.0,"Trinity County, CA",2005,5170,4642,528,10.2,Trinity , CA
237,CN0610700000000,6.0,107.0,"Tulare County, CA",2005,183305,166019,17286,9.4,Tulare , CA
238,CN0610900000000,6.0,109.0,"Tuolumne County, CA",2005,25983,24312,1671,6.4,Tuolumne , CA
239,CN0611100000000,6.0,111.0,"Ventura County, CA",2005,415958,396225,19733,4.7,Ventura , CA
240,CN0611300000000,6.0,113.0,"Yolo County, CA",2005,92358,87237,5121,5.5,Yolo , CA
241,CN0611500000000,6.0,115.0,"Yuba County, CA",2005,25684,23368,2316,9,Yuba , CA
242,CN0800100000000,8.0,1.0,"Adams County, CO",2005,209927,197954,11973,5.7,Adams , CO
243,CN0800300000000,8.0,3.0,"Alamosa County, CO",2005,8138,7694,444,5.5,Alamosa , CO
244,CN0800500000000,8.0,5.0,"Arapahoe County, CO",2005,298738,283637,15101,5.1,Arapahoe , CO
245,CN0800700000000,8.0,7.0,"Archuleta County, CO",2005,5984,5676,308,5.1,Archuleta , CO
246,CN0800900000000,8.0,9.0,"Baca County, CO",2005,2268,2181,87,3.8,Baca , CO
247,CN0801100000000,8.0,11.0,"Bent County, CO",2005,2380,2231,149,6.3,Bent , CO
248,CN0801300000000,8.0,13.0,"Boulder County, CO",2005,168036,160654,7382,4.4,Boulder , CO
249,CN0801400000000,8.0,14.0,"Broomfield County/city, CO",2005,24506,23324,1182,4.8,Broomfield , CO
250,CN0801500000000,8.0,15.0,"Chaffee County, CO",2005,8179,7744,435,5.3,Chaffee , CO
251,CN0801700000000,8.0,17.0,"Cheyenne County, CO",2005,1349,1308,41,3,Cheyenne , CO
252,CN0801900000000,8.0,19.0,"Clear Creek County, CO",2005,5837,5563,274,4.7,Clear Creek , CO
253,CN0802100000000,8.0,21.0,"Conejos County, CO",2005,3777,3484,293,7.8,Conejos , CO
254,CN0802300000000,8.0,23.0,"Costilla County, CO",2005,1346,1210,136,10.1,Costilla , CO
255,CN0802500000000,8.0,25.0,"Crowley County, CO",2005,1604,1478,126,7.9,Crowley , CO
256,CN0802700000000,8.0,27.0,"Custer County, CO",2005,2015,1920,95,4.7,Custer , CO
257,CN0802900000000,8.0,29.0,"Delta County, CO",2005,15256,14492,764,5,Delta , CO
258,CN0803100000000,8.0,31.0,"Denver County/city, CO",2005,302009,284892,17117,5.7,Denver , CO
259,CN0803300000000,8.0,33.0,"Dolores County, CO",2005,978,910,68,7,Dolores , CO
260,CN0803500000000,8.0,35.0,"Douglas County, CO",2005,142904,137000,5904,4.1,Douglas , CO
261,CN0803700000000,8.0,37.0,"Eagle County, CO",2005,28407,27325,1082,3.8,Eagle , CO
262,CN0803900000000,8.0,39.0,"Elbert County, CO",2005,12895,12309,586,4.5,Elbert , CO
